Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Manager_JobInvolvement,Manager_PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Average_Daily_Work_Hours,Average_Monthly_Hours,Annual_Total_Work_Hours,free_days,Overtime_Workers
27.0,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,8,0,6.0,5,6,0,4,3,3,4.0,4.0,3.0,7.966973180076632,173.28166666666667,2087.346973180078,27,false
37.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,8,0,4.0,2,1,0,0,4,3,4.0,4.0,3.0,6.672413793103446,145.125,1748.1724137931028,32,false
50.0,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,8,1,20.0,2,20,3,8,4,3,4.0,3.0,3.0,8.594789272030653,186.93666666666664,2251.834789272031,15,true
34.0,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,8,1,9.0,2,8,7,7,3,4,4.0,2.0,4.0,6.062796934865899,131.86583333333334,1588.4527969348655,29,false
24.0,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,8,0,4.0,3,2,2,0,1,3,1.0,3.0,3.0,6.937088122605365,150.88166666666666,1817.5170881226059,20,false
39.0,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,8,2,20.0,2,20,11,10,3,3,4.0,3.0,3.0,5.992605363984672,130.33916666666667,1570.0626053639842,28,false
32.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,8,0,10.0,5,10,0,8,1,3,4.0,4.0,2.0,7.081915708812261,154.03166666666667,1855.4619157088123,27,false
50.0,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,8,1,18.0,2,4,1,3,2,3,2.0,3.0,3.0,7.733716475095786,168.20833333333334,2026.2337164750961,15,false
38.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,8,1,10.0,2,9,1,8,2,3,2.0,4.0,2.0,6.396321839080461,139.12,1675.8363218390807,28,false
27.0,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,8,1,9.0,3,9,0,7,2,4,3.0,1.0,3.0,5.762375478927202,125.33166666666666,1509.742375478927,30,false
32.0,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,8,0,10.0,6,7,7,7,3,3,3.0,4.0,3.0,6.990383141762453,152.04083333333332,1831.4803831417628,31,false
47.0,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,8,0,20.0,3,7,1,7,3,3,4.0,1.0,3.0,5.944980842911881,129.3033333333333,1557.584980842913,30,false
40.0,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,8,0,20.0,2,18,1,12,3,3,4.0,1.0,3.0,7.98869731800766,173.7541666666667,2093.038697318007,19,false
53.0,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3.0,18,8,1,32.0,2,5,1,3,3,3,3.0,3.0,3.0,5.953333333333333,129.48499999999999,1559.7733333333333,31,false
41.0,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3.0,24,8,3,23.0,3,21,12,6,3,4,2.0,4.0,2.0,6.705862068965515,145.8525,1756.9358620689648,34,false
60.0,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8.0,20,8,0,10.0,3,2,2,2,4,4,1.0,1.0,3.0,6.00095785440613,130.52083333333334,1572.2509578544061,24,false
27.0,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1.0,14,8,0,9.0,2,9,1,7,2,3,4.0,1.0,2.0,6.670229885057473,145.07750000000001,1747.6002298850578,24,false
41.0,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1.0,16,8,0,22.0,2,22,2,10,3,3,4.0,3.0,3.0,5.506513409961682,119.76666666666667,1442.7065134099607,28,false
50.0,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7.0,25,8,1,4.0,0,2,2,2,4,4,4.0,2.0,3.0,6.424367816091952,139.73,1683.1843678160915,34,false
28.0,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,8,3,10.0,0,7,3,7,2,3,1.0,2.0,3.0,7.105363984674331,154.54166666666666,1861.6053639846748,32,false
36.0,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9.0,19,8,1,10.0,3,8,0,5,3,3,1.0,1.0,3.0,5.489770114942531,119.40249999999999,1438.3197701149431,23,false
38.0,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4.0,13,8,1,10.0,2,1,0,0,3,3,3.0,3.0,4.0,8.610498084291187,187.27833333333334,2255.9504980842908,32,true
44.0,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2.0,12,8,0,9.0,6,5,1,4,2,3,1.0,3.0,3.0,5.6403831417624515,122.67833333333333,1477.7803831417623,20,false
47.0,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9.0,22,8,1,28.0,6,22,11,13,2,4,4.0,3.0,2.0,7.287126436781612,158.495,1909.2271264367823,32,false
30.0,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7.0,14,8,1,10.0,3,8,7,7,3,3,3.0,4.0,2.0,6.713946360153254,146.02833333333334,1759.0539463601524,28,false
29.0,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1.0,13,8,3,1.0,2,1,0,0,3,3,3.0,3.0,3.0,5.964712643678158,129.7325,1562.7547126436775,18,false
42.0,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,8,3,7.0,3,2,2,2,3,4,3.0,3.0,3.0,9.161992337164746,199.27333333333334,2400.441992337163,22,true
43.0,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3.0,11,8,2,7.0,3,2,2,2,3,3,4.0,4.0,3.0,6.417931034482764,139.59,1681.497931034484,25,false
34.0,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3.0,12,8,2,10.0,2,5,4,3,4,3,2.0,3.0,3.0,5.966053639846743,129.76166666666666,1563.1060536398466,18,false
23.0,No,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1.0,11,8,1,5.0,4,4,0,2,3,3,2.0,1.0,4.0,6.9063601532567045,150.21333333333334,1809.4663601532566,30,false
39.0,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9.0,12,8,3,12.0,3,8,3,6,2,3,3.0,2.0,1.0,5.8131034482758634,126.435,1523.033103448276,20,false
56.0,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7.0,12,8,0,30.0,6,10,1,1,3,3,3.0,4.0,2.0,6.370574712643679,138.56,1669.0905747126437,28,false
40.0,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0.0,14,8,0,5.0,3,4,2,3,3,3,4.0,4.0,2.0,7.888237547892725,171.56916666666666,2066.718237547894,27,false
27.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8.0,13,8,0,9.0,6,7,0,7,3,3,4.0,1.0,1.0,7.012107279693485,152.51333333333335,1837.172107279693,17,false
29.0,No,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1.0,15,8,1,2.0,3,2,2,2,2,3,4.0,2.0,3.0,6.214942528735631,135.17499999999998,1628.3149425287354,32,false
53.0,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2.0,18,8,0,19.0,2,2,2,2,3,3,4.0,4.0,3.0,5.458697318007665,118.72666666666667,1430.178697318008,34,false
35.0,No,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2.0,18,8,2,16.0,4,1,0,0,3,3,4.0,1.0,4.0,6.282528735632185,136.645,1646.0225287356325,30,false
32.0,No,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1.0,19,8,0,10.0,3,10,4,7,1,3,3.0,4.0,3.0,6.788735632183908,147.655,1778.6487356321838,34,false
38.0,No,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6.0,12,8,2,6.0,5,1,0,1,3,3,4.0,3.0,1.0,9.900038314176241,215.32583333333332,2593.810038314175,24,true
34.0,No,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3.0,19,8,1,7.0,4,0,0,0,2,3,2.0,1.0,3.0,5.646628352490417,122.81416666666667,1479.4166283524892,23,false
52.0,No,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1.0,11,8,1,34.0,2,34,1,16,3,3,3.0,1.0,4.0,5.282605363984671,114.89666666666666,1384.0426053639837,31,false
33.0,Yes,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,8,3,10.0,2,10,7,8,3,3,4.0,4.0,2.0,9.164367816091954,199.32500000000002,2401.0643678160914,23,true
25.0,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1.0,15,8,0,6.0,3,6,1,4,3,3,3.0,4.0,2.0,6.824750957854402,148.43833333333333,1788.0847509578532,29,false
45.0,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0.0,14,8,0,9.0,2,8,3,1,3,3,2.0,3.0,3.0,5.383409961685828,117.08916666666666,1410.453409961687,26,false
23.0,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1.0,17,8,1,2.0,2,2,0,2,1,3,1.0,3.0,3.0,7.091992337164743,154.25083333333333,1858.1019923371625,29,false
47.0,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,8,1,16.0,2,5,1,3,3,3,2.0,3.0,3.0,8.896283524904213,193.49416666666664,2330.8262835249034,29,true
34.0,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1.0,12,8,0,6.0,3,6,1,4,3,3,4.0,4.0,3.0,7.276321839080456,158.26000000000002,1906.3963218390795,17,false
55.0,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,8,0,24.0,2,5,1,4,3,3,4.0,1.0,3.0,7.306168582375485,158.90916666666666,1914.2161685823771,22,false
36.0,No,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1.0,18,8,1,10.0,2,10,0,9,1,3,1.0,1.0,3.0,6.580881226053642,143.1341666666667,1724.1908812260542,29,false
52.0,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0.0,18,8,2,5.0,2,4,1,2,3,3,4.0,4.0,3.0,6.687432950191568,145.45166666666668,1752.107432950191,19,false
26.0,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3.0,11,8,1,5.0,2,2,2,0,3,3,1.0,3.0,3.0,6.294636015325667,136.90833333333333,1649.1946360153247,29,false
29.0,No,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4.0,14,8,3,11.0,5,8,1,1,3,3,2.0,3.0,2.0,5.786896551724138,125.86500000000001,1516.1668965517242,21,false
26.0,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,8,1,6.0,2,4,1,2,3,3,4.0,1.0,2.0,5.456819923371651,118.68583333333333,1429.6868199233722,31,false
34.0,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2.0,12,8,0,10.0,3,4,1,3,3,3,2.0,4.0,3.0,5.679999999999999,123.54,1488.1599999999999,22,false
54.0,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9.0,15,8,1,9.0,2,5,1,4,3,3,4.0,1.0,3.0,8.329655172413794,181.17,2182.3696551724142,17,true
27.0,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0.0,12,8,0,5.0,5,4,1,1,3,3,3.0,4.0,3.0,6.20973180076628,135.06166666666667,1626.9497318007652,23,false
37.0,No,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0.0,11,8,0,6.0,1,5,4,3,3,3,4.0,1.0,2.0,8.803065134099619,191.46666666666667,2306.4030651341,18,true
38.0,No,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6.0,11,8,1,17.0,3,15,4,12,3,3,1.0,1.0,3.0,10.02383141762452,218.01833333333332,2626.243831417624,19,true
34.0,No,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120,1.0,12,8,0,6.0,2,6,1,3,3,3,3.0,1.0,3.0,6.128199233716475,133.28833333333333,1605.5881992337165,30,false
35.0,No,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1.0,16,8,0,3.0,6,3,0,2,2,3,1.0,4.0,2.0,7.2915708812260585,158.59166666666667,1910.3915708812274,17,false
30.0,No,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3.0,13,8,1,7.0,2,2,0,2,3,3,4.0,3.0,3.0,6.262298850574719,136.205,1640.7222988505764,33,false
40.0,No,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1.0,13,8,1,8.0,3,8,3,7,4,3,3.0,2.0,3.0,6.008237547892723,130.67916666666667,1574.1582375478933,18,false
34.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5.0,24,8,2,6.0,2,3,1,2,3,4,3.0,1.0,3.0,6.9632183908046,151.45000000000002,1824.363218390805,32,false
42.0,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1.0,15,8,1,24.0,2,24,14,9,4,3,2.0,4.0,2.0,7.2532950191570915,157.75916666666666,1900.363295019158,19,false
23.0,Yes,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,8,1,1.0,2,0,0,0,2,3,3.0,1.0,3.0,7.241724137931034,157.50750000000002,1897.331724137931,24,false
24.0,No,Non-Travel,Sales,1,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1.0,14,8,1,1.0,3,1,0,0,3,3,3.0,2.0,3.0,6.293141762452108,136.87583333333333,1648.8031417624522,20,false
52.0,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8.0,11,8,1,9.0,1,5,1,4,2,3,4.0,3.0,3.0,5.515095785440611,119.95333333333333,1444.9550957854399,24,false
50.0,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Married,49410,5.0,11,8,1,30.0,3,4,0,3,1,3,3.0,3.0,3.0,5.796168582375476,126.06666666666666,1518.5961685823745,25,false
29.0,Yes,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,8,2,1.0,2,1,0,0,4,3,2.0,1.0,3.0,10.16264367816092,221.0375,2662.612643678161,13,true
33.0,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0.0,12,8,1,14.0,2,13,3,7,3,3,3.0,3.0,4.0,6.45,140.2875,1689.9,20,false
33.0,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,8,2,6.0,3,3,0,2,2,3,1.0,1.0,3.0,7.405708812260533,161.07416666666666,1940.2957088122598,19,false
47.0,No,Travel_Rarely,Research & Development,6,4,Other,Male,2,Manager,Married,63470,1.0,14,8,0,26.0,2,26,3,0,4,3,3.0,4.0,2.0,8.632681992337169,187.76083333333335,2261.762681992338,23,true
36.0,No,Travel_Rarely,Sales,6,3,Medical,Female,2,Sales Executive,Married,42000,0.0,22,8,0,10.0,3,9,0,5,3,4,3.0,2.0,3.0,6.7401149425287326,146.5975,1765.9101149425278,33,false
29.0,No,Travel_Rarely,Research & Development,10,3,Other,Male,1,Research Scientist,Married,34520,1.0,11,8,0,10.0,3,10,0,7,2,3,3.0,3.0,3.0,6.897088122605362,150.01166666666668,1807.037088122605,28,false
58.0,Yes,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,8,0,40.0,2,31,13,8,3,3,4.0,2.0,3.0,7.908160919540232,172.00250000000003,2071.9381609195407,29,false
35.0,No,Travel_Rarely,Sales,10,4,Marketing,Female,1,Research Scientist,Single,26320,3.0,13,8,3,7.0,3,2,2,2,4,3,4.0,3.0,3.0,7.065555555555555,153.67583333333334,1851.1755555555555,24,false
42.0,No,Travel_Rarely,Sales,15,1,Marketing,Male,2,Laboratory Technician,Married,46680,9.0,18,8,2,8.0,2,4,0,2,3,3,4.0,4.0,3.0,9.308505747126437,202.46,2438.828505747126,29,true
28.0,Yes,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,8,1,5.0,4,2,2,1,2,3,3.0,3.0,2.0,5.466015325670498,118.88583333333334,1432.0960153256706,31,false
36.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4.0,14,8,1,8.0,3,5,0,4,3,3,3.0,2.0,3.0,5.783639846743289,125.79416666666667,1515.3136398467416,33,false
32.0,No,Travel_Rarely,Research & Development,3,1,Medical,Male,2,Manufacturing Director,Married,171810,1.0,14,8,0,14.0,2,14,6,8,2,3,3.0,3.0,3.0,7.07409961685824,153.86166666666665,1853.4140996168592,30,false
40.0,No,Travel_Frequently,Sales,9,3,Marketing,Male,3,Manufacturing Director,Single,22380,4.4,14,8,0,10.0,3,1,0,0,3,3,1.0,3.0,3.0,6.120613026819921,133.12333333333333,1603.6006130268192,29,false
30.0,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Research Director,Single,14830,5.0,13,8,0,12.0,3,0,0,0,3,3,3.0,4.0,2.0,8.802988505747122,191.465,2306.3829885057457,16,true
45.0,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Director,Single,56050,1.0,12,8,2,1.0,2,1,0,0,3,3,2.0,3.0,3.0,5.8584674329501905,127.42166666666667,1534.91846743295,30,false
42.0,No,Travel_Rarely,Research & Development,20,2,Medical,Male,2,Sales Representative,Married,72950,1.0,15,8,0,10.0,3,9,7,8,3,3,2.0,2.0,2.0,7.0588122605363965,153.52916666666667,1849.4088122605358,18,false
38.0,No,Travel_Frequently,Sales,4,3,Medical,Male,2,Research Scientist,Divorced,23060,2.0,19,8,1,13.0,5,4,1,2,3,3,1.0,1.0,2.0,7.042183908045978,153.1675,1845.0521839080461,19,false
34.0,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Laboratory Technician,Single,23480,1.0,14,8,1,6.0,3,5,1,3,3,3,3.0,4.0,3.0,6.18873563218391,134.605,1621.4487356321843,26,false
49.0,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,8,2,9.0,2,9,7,7,4,3,3.0,4.0,4.0,5.564521072796933,121.02833333333332,1457.9045210727963,30,false
55.0,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,8,0,12.0,3,9,7,3,4,3,3.0,4.0,2.0,5.570076628352491,121.14916666666666,1459.3600766283528,33,false
43.0,No,Travel_Rarely,Research & Development,25,2,Medical,Male,2,Healthcare Representative,Married,61320,6.0,13,8,0,22.0,3,4,1,0,2,3,2.0,1.0,3.0,6.49153256704981,141.19083333333333,1700.7815325670501,30,false
27.0,No,Travel_Rarely,Sales,2,4,Medical,Male,2,Manager,Divorced,33460,1.0,21,8,1,9.0,2,9,0,8,2,4,3.0,4.0,3.0,9.408505747126437,204.635,2465.0285057471265,27,true
35.0,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Director,Single,108550,3.0,13,8,1,17.0,2,8,1,6,3,3,3.0,3.0,4.0,6.3781992337164715,138.72583333333333,1671.0881992337156,23,false
28.0,No,Travel_Rarely,Sales,1,2,Technical Degree,Female,1,Sales Executive,Married,22310,1.0,12,8,0,8.0,3,8,7,5,2,3,2.0,2.0,3.0,9.263754789272024,201.48666666666668,2427.10375478927,17,true
34.0,No,Travel_Rarely,Sales,2,5,Life Sciences,Male,4,Research Scientist,Married,23230,0.0,17,8,0,4.0,2,3,0,2,3,3,3.0,4.0,1.0,6.390498084291185,138.99333333333334,1674.3104980842904,19,false
26.0,Yes,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,8,0,8.0,2,8,1,7,3,4,3.0,3.0,3.0,7.048314176245211,153.30083333333334,1846.6583141762453,31,false
27.0,No,Non-Travel,Sales,1,3,Technical Degree,Female,1,Sales Executive,Married,27130,1.0,11,8,0,0.0,2,0,0,0,3,3,4.0,4.0,2.0,6.862988505747124,149.27,1798.1029885057465,16,false
51.0,No,Travel_Rarely,Sales,16,3,Medical,Male,3,Research Scientist,Married,94390,2.0,15,8,3,29.0,0,20,4,17,3,3,1.0,3.0,2.0,5.411839080459772,117.7075,1417.9018390804601,30,false
44.0,No,Travel_Rarely,Sales,24,5,Medical,Female,1,Sales Executive,Single,25660,9.0,11,8,1,10.0,3,5,2,3,3,3,4.0,2.0,2.0,5.785325670498087,125.83083333333333,1515.755325670499,22,false
25.0,No,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Laboratory Technician,Single,199260,7.0,11,8,3,6.0,5,4,0,1,4,3,1.0,1.0,2.0,5.85080459770115,127.255,1532.9108045977014,23,false
33.0,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,3,Laboratory Technician,Divorced,24510,1.0,13,8,1,9.0,3,9,0,8,2,3,1.0,1.0,3.0,5.558237547892725,120.89166666666667,1456.258237547894,20,false
35.0,No,Travel_Rarely,Sales,6,4,Medical,Female,2,Manager,Single,94190,1.0,24,8,1,6.0,5,6,1,1,2,4,3.0,1.0,2.0,6.109693486590032,132.88583333333335,1600.7396934865885,30,false
36.0,No,Travel_Rarely,Sales,10,4,Marketing,Male,3,Manager,Married,86860,1.0,13,8,0,18.0,2,18,4,11,3,3,2.0,4.0,2.0,8.737394636015326,190.03833333333333,2289.1973946360154,26,true
32.0,No,Travel_Rarely,Research & Development,3,4,Medical,Female,4,Sales Executive,Divorced,30380,2.0,20,8,0,8.0,3,5,0,3,3,4,2.0,4.0,2.0,6.983946360153254,151.90083333333334,1829.7939463601524,27,false
30.0,No,Travel_Frequently,Research & Development,4,5,Medical,Male,5,Sales Representative,Divorced,30580,9.0,14,8,1,10.0,2,5,0,3,3,3,2.0,4.0,2.0,5.65038314176245,122.89583333333333,1480.400383141762,31,false
53.0,No,Travel_Rarely,Sales,6,3,Marketing,Male,4,Sales Executive,Married,23250,7.0,18,8,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0,9.75409961685823,212.15166666666667,2555.574099616856,16,true
45.0,No,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880,4.0,15,8,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0,7.740229885057474,168.35,2027.9402298850582,24,false
32.0,No,Travel_Rarely,Sales,10,3,Marketing,Female,1,Human Resources,Married,30720,5.0,12,8,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0,6.107088122605366,132.82916666666668,1600.0570881226058,19,false
52.0,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,2,Laboratory Technician,Married,50060,3.0,16,8,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0,6.8017624521072815,147.93833333333333,1782.0617624521078,27,false
37.0,No,Travel_Rarely,Sales,24,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570,4.0,15,8,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0,5.636934865900385,122.60333333333334,1476.876934865901,20,false
28.0,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000,1.0,16,8,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0,5.47214559386973,119.01916666666666,1433.702145593869,34,false
22.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,11020,6.0,19,8,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0,5.76222222222222,125.32833333333333,1509.7022222222215,29,false
44.0,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Laboratory Technician,Married,104530,2.0,11,8,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0,10.142183908045977,220.5925,2657.252183908046,20,true
42.0,No,Travel_Frequently,Sales,13,4,Life Sciences,Female,2,Laboratory Technician,Single,22880,5.0,16,8,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0,7.057547892720306,153.50166666666667,1849.0775478927203,31,false
36.0,No,Travel_Rarely,Research & Development,14,3,Other,Male,2,Research Scientist,Married,39290,0.0,24,8,0,6.0,6,5,0,3,2,4,1.0,1.0,3.0,7.038544061302685,153.08833333333334,1844.0985440613033,19,false
25.0,No,Travel_Rarely,Sales,11,3,Life Sciences,Female,1,Laboratory Technician,Married,23110,1.0,11,8,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0,9.692030651340998,210.80166666666665,2539.3120306513415,18,true
35.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Healthcare Representative,Married,31400,1.0,13,8,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0,7.717126436781611,167.8475,2021.8871264367822,32,false
35.0,Yes,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,8,1,10.0,2,10,7,8,4,3,4.0,2.0,2.0,8.850957854406126,192.50833333333333,2318.9509578544053,30,true
32.0,No,Non-Travel,Research & Development,21,3,Life Sciences,Male,1,Sales Executive,Divorced,44500,0.0,13,8,0,4.0,3,3,0,2,3,3,4.0,4.0,3.0,6.918582375478929,150.47916666666666,1812.6685823754794,32,false
25.0,No,Travel_Rarely,Sales,5,3,Marketing,Female,4,Research Scientist,Married,27560,1.0,12,8,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0,7.078505747126433,153.9575,1854.5685057471255,24,false
49.0,No,Travel_Rarely,Sales,9,3,Technical Degree,Female,2,Sales Representative,Married,190330,2.0,18,8,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0,6.897126436781611,150.01250000000002,1807.0471264367823,20,false
